"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"516","PhD","Together",44124,62,284,0,55,0,6,52,4,6,2,5,8,"False","False","False","False","False","False","False",1,1,0,3,78,731782,397,13,30.5,30.8,0,731720
"517","Master","Single",81169,47,1288,20,613,80,61,27,1,5,7,9,2,"False","False","False","False","False","False","False",0,0,0,1,49,730716,2089,21,99.5,4.8,0,730669
"518","Graduation","Married",36443,9,65,0,46,4,3,20,4,3,1,3,8,"False","False","False","False","False","False","False",2,1,0,4,63,734793,138,7,19.7,57.1,0,734784
"519","Graduation","Single",26095,77,11,7,9,3,1,11,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,34,724811,42,4,10.5,25,0,724734
"520","Graduation","Together",71367,24,227,23,389,42,21,75,1,4,5,7,2,"False","False","False","False","False","False","False",0,1,0,2,65,727307,777,16,48.6,6.2,0,727283
"521","Master","Married",80184,19,1035,134,670,25,38,0,1,6,3,10,3,"False","False","True","True","False","False","False",0,1,0,2,80,735495,1902,19,100.1,5.3,2,735476
"522","Graduation","Divorced",30630,67,27,1,12,2,0,10,2,2,0,3,7,"False","False","False","False","False","False","False",2,0,0,3,59,726058,52,5,10.4,40,0,725991
"523","Master","Single",73454,95,982,73,351,56,14,175,1,2,4,6,5,"True","False","False","False","False","False","False",0,0,0,1,37,735495,1651,12,137.6,8.3,1,735400
"524","Graduation","Married",42691,48,179,2,64,38,17,58,1,5,1,6,5,"False","False","False","False","False","False","False",0,1,0,2,33,729863,358,12,29.8,8.3,0,729815
"525","Graduation","Married",70503,73,1379,33,216,0,33,66,1,2,4,9,6,"False","True","True","False","False","False","False",0,1,0,2,71,724719,1727,15,115.1,6.7,2,724646
"526","Graduation","Married",25545,35,32,1,64,16,12,85,3,2,2,3,6,"False","False","False","False","False","False","True",1,1,0,3,37,732754,210,7,30,42.9,1,732719
"527","Graduation","Married",32880,76,8,4,15,7,6,2,1,1,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,38,734124,42,4,10.5,25,0,734048
"528","PhD","Together",77863,20,881,38,319,16,25,12,1,4,5,10,2,"False","False","False","False","False","False","False",0,1,0,2,66,725754,1291,19,67.9,5.3,0,725734
"529","Master","Married",50353,72,141,15,153,67,31,35,1,4,4,6,3,"False","False","False","False","False","False","False",0,1,0,2,47,732846,442,14,31.6,7.1,0,732774
"530","Graduation","Single",61839,20,1000,155,379,224,17,120,1,4,8,4,8,"False","False","False","False","False","False","False",0,0,0,1,60,731324,1895,16,118.4,6.2,0,731304
"531","PhD","Married",49154,69,206,10,67,30,27,71,6,4,1,8,6,"False","False","False","False","False","False","False",2,1,0,4,64,734520,411,13,31.6,46.2,0,734451
"532","2n Cycle","Widow",47682,80,162,61,83,97,57,61,4,4,3,8,5,"False","False","False","False","False","False","False",1,0,0,2,49,730410,521,15,34.7,26.7,0,730330
"533","Graduation","Single",72679,65,619,54,260,127,54,54,1,4,7,5,1,"False","False","False","False","False","False","False",1,0,0,2,55,729102,1168,16,73,6.2,0,729037
"534","Master","Together",57954,52,456,4,24,0,0,9,7,8,2,6,7,"False","True","False","False","False","False","False",2,1,0,4,47,729194,493,16,30.8,43.8,1,729142
"535","Graduation","Married",65316,65,112,6,92,3,9,38,2,3,2,5,4,"False","False","False","False","False","False","False",2,1,0,4,62,727063,260,10,26,20,0,726998
"536","Graduation","Single",28567,57,11,3,22,2,2,6,2,2,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,42,729559,46,5,9.2,40,0,729502
"537","Master","Together",47352,70,172,12,112,8,0,15,4,6,1,5,7,"False","False","False","False","False","False","False",1,1,0,3,73,731812,319,12,26.6,33.3,0,731742
"538","Graduation","Together",44931,0,78,0,11,0,0,7,1,2,1,3,5,"False","False","False","False","False","False","False",1,1,0,3,57,729345,96,6,16,16.7,0,729345
"539","Graduation","Divorced",76982,19,464,151,292,65,60,30,1,8,3,4,4,"False","False","True","False","False","False","True",0,0,0,1,57,730410,1062,15,70.8,6.7,2,730391
"540","2n Cycle","Together",57247,50,99,4,32,37,54,6,2,2,1,7,2,"False","False","False","False","False","False","False",1,1,0,3,72,732785,232,10,23.2,20,0,732735
"541","Master","Single",22944,67,19,3,19,4,5,26,3,3,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,43,727185,76,6,12.7,50,0,727118
"542","2n Cycle","Together",25315,46,1,9,8,11,3,22,3,3,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,47,733059,54,6,9,50,0,733013
"543","Graduation","Widow",43638,37,63,10,83,7,19,19,2,4,1,4,7,"False","False","False","False","False","False","False",1,0,0,2,55,733516,201,9,22.3,22.2,0,733479
"544","PhD","Single",42710,38,252,3,42,4,3,102,2,4,5,3,6,"False","False","False","False","False","False","False",1,0,0,2,40,725388,406,12,33.8,16.7,0,725350
"545","PhD","Married",84169,9,1478,19,403,0,19,0,1,7,6,6,3,"False","True","True","False","False","False","True",0,1,0,2,42,733151,1919,19,101,5.3,3,733142
"546","Graduation","Together",54058,56,198,18,252,32,108,54,2,4,6,8,3,"False","False","False","False","False","False","False",1,1,0,3,48,734307,662,18,36.8,11.1,0,734251
"547","2n Cycle","Married",24683,98,8,4,10,6,7,6,2,2,0,4,5,"False","False","False","False","False","False","False",1,1,0,3,34,732938,41,6,6.8,33.3,0,732840
"548","Graduation","Widow",85620,68,416,46,925,60,107,46,1,3,6,4,1,"False","False","False","False","False","False","True",0,0,0,1,60,733363,1600,13,123.1,7.7,1,733295
"549","Graduation","Married",47850,72,42,7,43,20,12,10,1,3,0,4,6,"False","False","False","False","False","False","False",1,1,0,3,44,734490,134,7,19.1,14.3,0,734418
"550","Graduation","Married",19514,47,14,3,21,2,1,28,4,3,1,2,8,"True","False","False","False","False","False","True",2,1,0,4,56,726423,69,6,11.5,66.7,2,726376
"551","Master","Married",27159,33,17,0,3,0,0,1,2,1,0,3,6,"False","False","False","False","False","False","False",2,1,0,4,51,725268,21,4,5.2,50,0,725235
"552","2n Cycle","Single",39548,87,15,4,10,3,4,18,2,1,1,3,3,"False","False","False","False","False","False","False",2,0,0,3,61,724538,54,5,10.8,40,0,724451
"553","Graduation","Single",21474,0,6,16,24,11,0,34,2,3,1,2,7,"True","False","False","False","False","False","True",1,0,0,2,35,732907,91,6,15.2,33.3,2,732907
"554","PhD","Single",60504,73,458,0,24,6,4,34,2,6,2,8,6,"False","False","False","False","False","False","False",1,0,0,2,53,733332,526,16,32.9,12.5,0,733259
"555","Graduation","Married",22419,74,30,3,47,19,21,42,1,3,2,2,8,"False","False","False","False","False","False","False",0,1,0,2,61,729255,162,7,23.1,14.3,0,729181
"556","Master","Married",81698,4,179,28,520,111,123,47,1,3,8,13,1,"False","False","False","False","False","False","True",0,1,0,2,75,733424,1008,24,42,4.2,1,733420
"557","Graduation","Together",43462,50,90,17,97,15,6,15,6,4,1,5,8,"False","False","False","False","False","False","False",2,1,0,4,72,731293,240,10,24,60,0,731243
"558","PhD","Single",54880,57,308,85,137,102,45,118,2,6,2,11,5,"False","False","False","False","False","False","False",1,0,0,2,46,735495,795,19,41.8,10.5,0,735438
"559","Graduation","Married",79908,30,557,129,761,29,185,111,1,5,6,7,2,"False","False","True","False","False","False","False",0,1,0,2,42,734003,1772,18,98.4,5.6,1,733973
"560","2n Cycle","Married",15315,27,7,4,13,15,8,17,2,2,0,4,5,"False","False","False","False","False","False","False",0,1,0,2,54,734612,64,6,10.7,33.3,0,734585
"561","Graduation","Together",87771,61,1492,38,287,50,57,33,1,5,10,4,6,"False","True","True","True","True","False","True",1,1,0,3,65,727764,1957,19,103,5.3,5,727703
"562","Graduation","Married",33039,4,30,8,12,8,8,12,1,2,0,4,5,"False","False","False","False","False","False","False",1,1,0,3,46,732389,78,6,13,16.7,0,732385
"563","Graduation","Single",81741,75,249,153,940,58,134,38,0,6,6,7,2,"False","False","False","False","False","False","False",0,0,0,1,44,729924,1572,19,82.7,0,0,729849
"564","Master","Together",71499,12,465,25,132,136,0,37,2,8,3,13,4,"False","False","False","False","False","False","False",1,1,0,3,53,726637,795,24,33.1,8.3,0,726625
"565","2n Cycle","Married",62466,13,129,129,259,168,121,83,5,6,3,12,4,"False","False","False","False","False","False","False",1,1,0,3,54,730441,889,21,42.3,23.8,0,730428
"566","PhD","Divorced",48799,9,174,18,81,28,6,24,3,3,2,7,3,"False","False","False","False","False","False","False",1,0,0,2,61,733789,331,12,27.6,25,0,733780
"567","PhD","Together",52157,48,189,2,29,3,2,40,2,3,2,5,4,"False","False","False","False","False","False","False",1,1,0,3,74,733212,265,10,26.5,20,0,733164
"568","Graduation","Single",66565,80,747,10,161,65,40,42,4,4,2,9,8,"False","False","False","False","False","False","False",1,0,0,2,62,733759,1065,15,71,26.7,0,733679
"569","Master","Together",29298,60,6,0,2,2,0,1,1,1,0,2,5,"False","False","False","False","False","False","False",2,1,0,4,73,733120,11,3,3.7,33.3,0,733060
"570","Graduation","Single",47691,43,14,0,3,0,0,4,1,1,0,2,6,"False","False","False","False","False","False","False",1,0,0,2,45,733912,21,3,7,33.3,0,733869
"571","Graduation","Together",38200,19,12,0,4,0,0,1,1,1,0,2,7,"False","False","False","False","False","False","False",2,1,0,4,54,733029,17,3,5.7,33.3,0,733010
"572","Graduation","Married",44989,26,98,0,106,49,10,106,5,5,1,5,6,"False","False","False","False","False","False","False",1,1,0,3,50,731293,369,11,33.5,45.5,0,731267
"573","PhD","Married",38443,58,32,0,5,0,0,1,2,1,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,56,726058,38,4,9.5,50,0,726000
"574","2n Cycle","Single",38593,42,51,12,49,17,24,24,3,4,1,3,8,"False","False","False","False","False","False","False",1,0,0,2,46,730928,177,8,22.1,37.5,0,730886
"575","PhD","Together",64413,27,200,5,44,0,10,20,1,5,1,5,5,"False","False","False","False","False","False","False",1,1,0,3,54,735342,279,11,25.4,9.1,0,735315
"576","Master","Married",36959,56,25,6,25,6,0,0,2,2,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,43,734916,62,5,12.4,40,0,734860
"577","PhD","Married",61996,27,1050,12,144,0,0,24,3,6,4,8,5,"False","True","False","True","True","False","True",1,1,0,3,47,724597,1230,18,68.3,16.7,4,724570
"578","Graduation","Married",51287,10,117,0,22,13,0,30,3,4,1,3,7,"False","False","False","False","False","False","False",2,1,0,4,56,735464,182,8,22.8,37.5,0,735454
"579","Graduation","Married",13260,48,9,4,17,10,2,7,4,3,0,3,8,"False","False","False","False","False","False","False",2,1,0,4,54,727307,49,6,8.2,66.7,0,727259
"580","PhD","Together",47472,39,56,0,11,0,0,8,2,2,0,4,5,"False","False","False","False","False","False","False",2,1,0,4,58,729832,75,6,12.5,33.3,0,729793
"581","Master","Together",54603,85,145,13,46,17,2,4,6,4,2,4,7,"False","False","False","False","False","False","False",2,1,0,4,68,732451,227,10,22.7,60,0,732366
"582","PhD","Married",45207,64,203,0,10,0,0,2,5,3,1,6,6,"False","True","False","False","False","False","False",2,1,0,4,50,731963,215,10,21.5,50,1,731899
"583","Graduation","Together",40689,69,270,3,27,39,6,99,7,7,1,5,8,"False","False","False","False","False","False","False",1,1,0,3,73,729286,444,13,34.2,53.8,0,729217
"584","2n Cycle","Together",47821,54,9,0,16,6,6,10,1,1,0,3,8,"False","False","False","False","False","False","False",2,1,0,4,57,728341,47,4,11.8,25,0,728287
"585","Master","Married",27450,57,37,12,23,8,11,52,1,2,1,3,7,"False","False","False","False","False","False","False",0,1,0,2,73,730351,143,6,23.8,16.7,0,730294
"586","Graduation","Together",39453,64,46,0,7,0,0,2,2,2,0,3,6,"False","False","False","False","False","False","False",1,1,0,3,41,734734,55,5,11,40,0,734670
"587","2n Cycle","Together",26850,10,31,1,13,7,2,9,4,2,1,4,4,"False","False","False","False","False","False","False",2,1,0,4,53,729255,63,7,9,57.1,0,729245
"588","Graduation","Widow",79800,65,1060,21,530,32,0,224,1,5,11,5,3,"True","False","True","True","False","False","True",0,0,0,1,69,727276,1867,21,88.9,4.8,4,727211
"589","Master","Married",61794,74,264,47,188,54,47,11,2,4,4,10,2,"False","False","False","False","False","False","False",1,1,0,3,63,730563,611,18,33.9,11.1,0,730489
"590","Graduation","Together",53863,4,399,4,30,6,4,30,3,7,1,7,7,"False","True","False","False","False","False","False",1,1,0,3,69,729590,473,15,31.5,20,1,729586
"591","Graduation","Together",24221,94,8,9,9,2,5,22,1,1,1,3,4,"False","False","False","False","False","False","False",0,1,0,2,65,728402,55,5,11,20,0,728308
"592","PhD","Single",39684,41,19,0,35,6,4,17,2,2,1,2,7,"False","False","False","False","False","True","True",1,0,0,2,40,731263,81,5,16.2,40,1,731222
"593","Master","Married",92163,25,817,183,797,106,163,20,0,5,11,5,2,"False","False","True","True","False","False","True",0,1,0,2,49,731202,2086,21,99.3,0,3,731177
"594","Master","Single",69882,94,292,127,635,132,127,165,1,3,7,9,1,"False","False","False","False","False","False","False",0,0,0,1,59,731963,1478,19,77.8,5.3,0,731869
"595","Graduation","Together",33178,9,12,6,2,11,2,16,1,1,0,3,4,"False","False","False","False","False","False","False",1,1,0,3,47,724962,49,4,12.2,25,0,724953
"596","PhD","Married",59973,47,130,30,168,20,34,0,1,3,4,7,1,"False","False","False","False","False","False","False",0,1,0,2,52,731659,382,14,27.3,7.1,0,731612
"597","Master","Together",17459,12,6,4,16,3,10,30,3,3,1,2,7,"False","False","False","False","False","False","True",1,1,0,3,49,728737,69,6,11.5,50,1,728725
"598","Graduation","Divorced",23910,80,16,12,18,7,1,13,1,2,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,55,726150,67,5,13.4,20,0,726070
"599","Master","Married",42169,20,19,0,9,0,0,2,2,1,0,3,8,"False","False","False","False","False","False","False",2,1,0,4,55,728707,30,4,7.5,50,0,728687
"600","2n Cycle","Married",26224,39,4,7,15,13,9,15,3,2,1,3,6,"False","False","False","False","False","False","False",1,1,0,3,46,734307,63,6,10.5,50,0,734268
"601","Graduation","Together",31089,57,31,3,31,2,8,4,3,3,0,4,8,"False","False","False","False","False","False","False",1,1,0,3,43,729498,79,7,11.3,42.9,0,729441
"602","Graduation","Single",30081,27,36,0,2,0,0,4,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,63,728218,42,4,10.5,25,0,728191
"603","Graduation","Together",62807,83,526,28,135,10,21,99,3,5,3,12,5,"False","False","False","False","False","False","False",1,1,0,3,64,724385,819,20,41,15,0,724302
"604","Graduation","Single",72906,79,400,32,519,71,75,54,1,3,4,9,1,"False","False","False","False","False","False","False",0,0,0,1,69,729467,1151,16,71.9,6.2,0,729388
"605","PhD","Married",61467,69,410,16,114,0,5,49,3,5,2,10,5,"False","False","False","False","False","False","False",2,1,0,4,76,732298,594,17,34.9,17.6,0,732229
"606","Master","Together",49618,77,80,3,26,4,2,14,4,3,1,3,7,"False","False","False","False","False","False","False",2,1,0,4,58,726423,129,7,18.4,57.1,0,726346
"607","Master","Single",21888,15,88,10,46,2,3,64,4,5,1,2,10,"False","False","False","False","False","False","True",1,0,0,2,38,724993,213,8,26.6,50,1,724978
"608","Graduation","Widow",42429,99,55,0,6,2,0,4,2,1,1,3,5,"False","False","False","False","False","False","False",1,0,0,2,51,731871,67,5,13.4,40,0,731772
"609","Graduation","Divorced",26150,61,5,1,13,3,5,1,1,1,0,3,7,"False","False","False","False","False","False","False",3,0,0,4,68,731843,28,4,7,25,0,731782
"610","Basic","Married",30801,23,8,4,5,15,2,11,2,1,0,3,7,"False","False","False","False","False","False","False",1,1,0,3,49,726150,45,4,11.2,50,0,726127
"611","Graduation","Married",81168,84,410,0,592,147,22,22,1,6,4,7,3,"False","False","False","True","False","False","False",0,1,0,2,59,733243,1193,17,70.2,5.9,1,733159
"612","Master","Single",26877,74,101,13,76,20,18,40,2,3,1,6,6,"False","False","False","False","False","False","False",0,0,0,1,55,728768,268,10,26.8,20,0,728694
"613","Master","Widow",45006,90,162,25,53,16,0,10,1,3,1,7,3,"False","False","False","False","False","False","False",0,0,0,1,80,729164,266,11,24.2,9.1,0,729074
"614","Basic","Married",18978,41,2,8,1,4,7,15,1,1,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,51,731568,37,4,9.2,25,0,731527
"615","Graduation","Married",22574,28,25,0,8,2,0,2,2,2,0,3,7,"False","False","False","False","False","False","False",3,1,0,5,57,725419,37,5,7.4,40,0,725391
"616","PhD","Single",48240,73,389,91,248,64,49,41,3,6,3,13,5,"False","False","False","False","False","False","True",0,0,0,1,55,732328,882,22,40.1,13.6,1,732255
"617","Graduation","Married",45837,88,215,13,87,17,17,24,5,6,2,5,7,"False","False","False","False","False","False","False",2,1,0,4,50,726242,373,13,28.7,38.5,0,726154
"618","Master","Single",35791,94,27,0,5,0,0,3,2,1,0,3,8,"False","False","False","False","False","False","False",3,0,0,4,59,733608,35,4,8.8,50,0,733514
"619","PhD","Together",120000,31,85,1,16,2,1,2,0,0,0,1,1,"False","False","False","False","False","False","False",2,1,0,4,48,734673,107,1,107,0,0,734642
"620","Graduation","Widow",54162,31,5,6,10,6,5,10,1,1,0,3,4,"False","False","False","False","False","False","False",2,0,0,3,46,729286,42,4,10.5,25,0,729255
"621","Master","Married",30522,6,179,8,83,19,11,26,5,1,2,9,2,"False","False","False","False","False","False","False",1,1,0,3,64,729498,326,12,27.2,41.7,0,729492
"622","PhD","Married",54456,23,352,0,27,10,0,15,3,6,1,7,6,"False","False","False","False","False","False","False",1,1,0,3,63,731721,404,14,28.9,21.4,0,731698
"623","Graduation","Single",31632,92,17,8,12,11,15,32,1,2,1,2,7,"False","False","False","False","False","False","False",0,0,0,1,53,730625,95,5,19,20,0,730533
"624","Graduation","Widow",72298,52,625,35,169,58,17,35,1,4,3,6,1,"False","True","True","False","False","False","False",0,0,0,1,75,732208,939,13,72.2,7.7,2,732156
"625","2n Cycle","Single",36975,50,10,6,11,0,4,2,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,46,725358,33,4,8.2,25,0,725308
"626","2n Cycle","Married",72635,54,390,22,323,104,35,107,1,6,8,6,3,"False","False","False","True","False","False","False",0,1,0,2,69,734673,981,20,49,5,1,734619
"627","Graduation","Married",13624,93,10,2,15,2,1,6,2,2,0,3,6,"False","False","False","False","False","False","False",1,1,0,3,48,728615,36,5,7.2,40,0,728522
"628","Graduation","Single",84196,56,215,63,507,231,31,190,1,8,4,7,3,"False","False","False","False","False","False","False",1,0,0,2,49,734673,1237,19,65.1,5.3,0,734617
"629","Graduation","Together",70971,28,1001,17,572,93,125,17,7,11,11,5,7,"False","False","False","False","False","False","True",1,1,0,3,64,728006,1825,27,67.6,25.9,1,727978
