"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","...30","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"572","PhD","Married",38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,56,726058,38,4,9.5,50,0,726000
"573","2n Cycle","Single",38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,NA,1,0,0,2,46,730928,177,8,22.1,37.5,0,730886
"574","PhD","Together",64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,NA,1,1,0,3,54,735342,279,11,25.4,9.1,0,735315
"575","Master","Married",36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,43,734916,62,5,12.4,40,0,734860
"576","PhD","Married",61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,NA,1,1,0,3,47,724597,1230,18,68.3,16.7,4,724570
"577","Graduation","Married",51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,56,735464,182,8,22.8,37.5,0,735454
"578","Graduation","Married",13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,NA,2,1,0,4,54,727307,49,6,8.2,66.7,0,727259
"579","PhD","Together",47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,NA,2,1,0,4,58,729832,75,6,12.5,33.3,0,729793
"580","Master","Together",54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,NA,2,1,0,4,68,732451,227,10,22.7,60,0,732366
"581","PhD","Married",45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,NA,2,1,0,4,50,731963,215,10,21.5,50,1,731899
"582","Graduation","Together",40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,NA,1,1,0,3,73,729286,444,13,34.2,53.8,0,729217
"583","2n Cycle","Together",47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,NA,2,1,0,4,57,728341,47,4,11.8,25,0,728287
"584","Master","Married",27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,NA,0,1,0,2,73,730351,143,6,23.8,16.7,0,730294
"585","Graduation","Together",39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,41,734734,55,5,11,40,0,734670
"586","2n Cycle","Together",26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,NA,2,1,0,4,53,729255,63,7,9,57.1,0,729245
"587","Graduation","Widow",79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,NA,0,0,0,1,69,727276,1867,21,88.9,4.8,4,727211
"588","Master","Married",61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,NA,1,1,0,3,63,730563,611,18,33.9,11.1,0,730489
"589","Graduation","Together",53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,NA,1,1,0,3,69,729590,473,15,31.5,20,1,729586
"590","Graduation","Together",24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,NA,0,1,0,2,65,728402,55,5,11,20,0,728308
"591","PhD","Single",39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,NA,1,0,0,2,40,731263,81,5,16.2,40,1,731222
"592","Master","Married",92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,NA,0,1,0,2,49,731202,2086,21,99.3,0,3,731177
"593","Master","Single",69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,NA,0,0,0,1,59,731963,1478,19,77.8,5.3,0,731869
"594","Graduation","Together",33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,NA,1,1,0,3,47,724962,49,4,12.2,25,0,724953
"595","PhD","Married",59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,NA,0,1,0,2,52,731659,382,14,27.3,7.1,0,731612
"596","Master","Together",17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,NA,1,1,0,3,49,728737,69,6,11.5,50,1,728725
"597","Graduation","Divorced",23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,NA,1,0,0,2,55,726150,67,5,13.4,20,0,726070
"598","Master","Married",42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,NA,2,1,0,4,55,728707,30,4,7.5,50,0,728687
"599","2n Cycle","Married",26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,46,734307,63,6,10.5,50,0,734268
"600","Graduation","Together",31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,NA,1,1,0,3,43,729498,79,7,11.3,42.9,0,729441
"601","Graduation","Single",30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,NA,1,0,0,2,63,728218,42,4,10.5,25,0,728191
"602","Graduation","Together",62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,NA,1,1,0,3,64,724385,819,20,41,15,0,724302
"603","Graduation","Single",72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,NA,0,0,0,1,69,729467,1151,16,71.9,6.2,0,729388
"604","PhD","Married",61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,NA,2,1,0,4,76,732298,594,17,34.9,17.6,0,732229
"605","Master","Together",49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,58,726423,129,7,18.4,57.1,0,726346
"606","Master","Single",21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,NA,1,0,0,2,38,724993,213,8,26.6,50,1,724978
"607","Graduation","Widow",42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,NA,1,0,0,2,51,731871,67,5,13.4,40,0,731772
"608","Graduation","Divorced",26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,NA,3,0,0,4,68,731843,28,4,7,25,0,731782
"609","Basic","Married",30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,49,726150,45,4,11.2,50,0,726127
"610","Graduation","Married",81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,NA,0,1,0,2,59,733243,1193,17,70.2,5.9,1,733159
"611","Master","Single",26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,NA,0,0,0,1,55,728768,268,10,26.8,20,0,728694
"612","Master","Widow",45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,NA,0,0,0,1,80,729164,266,11,24.2,9.1,0,729074
"613","Basic","Married",18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,51,731568,37,4,9.2,25,0,731527
"614","Graduation","Married",22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,NA,3,1,0,5,57,725419,37,5,7.4,40,0,725391
"615","PhD","Single",48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,NA,0,0,0,1,55,732328,882,22,40.1,13.6,1,732255
"616","Graduation","Married",45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,NA,2,1,0,4,50,726242,373,13,28.7,38.5,0,726154
"617","Master","Single",35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,NA,3,0,0,4,59,733608,35,4,8.8,50,0,733514
"618","PhD","Together",120000,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,NA,2,1,0,4,48,734673,107,1,107,0,0,734642
"619","Graduation","Widow",54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,NA,2,0,0,3,46,729286,42,4,10.5,25,0,729255
"620","Master","Married",30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,NA,1,1,0,3,64,729498,326,12,27.2,41.7,0,729492
"621","PhD","Married",54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,NA,1,1,0,3,63,731721,404,14,28.9,21.4,0,731698
"622","Graduation","Single",31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,NA,0,0,0,1,53,730625,95,5,19,20,0,730533
"623","Graduation","Widow",72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,NA,0,0,0,1,75,732208,939,13,72.2,7.7,2,732156
"624","2n Cycle","Single",36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,NA,1,0,0,2,46,725358,33,4,8.2,25,0,725308
"625","2n Cycle","Married",72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,NA,0,1,0,2,69,734673,981,20,49,5,1,734619
"626","Graduation","Married",13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,48,728615,36,5,7.2,40,0,728522
"627","Graduation","Single",84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,NA,1,0,0,2,49,734673,1237,19,65.1,5.3,0,734617
"628","Graduation","Together",70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,NA,1,1,0,3,64,728006,1825,27,67.6,25.9,1,727978
"629","PhD","Divorced",34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,NA,2,0,0,3,47,733485,103,6,17.2,50,0,733391
"630","Graduation","Single",28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,NA,1,0,0,2,47,729011,191,9,21.2,33.3,0,728935
"631","PhD","Married",69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,NA,1,1,0,3,54,728676,1586,23,69,8.7,0,728633
"632","PhD","Together",65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,NA,0,1,0,2,66,731020,963,13,74.1,7.7,0,730974
"633","2n Cycle","Married",62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,NA,1,1,0,3,54,730441,889,21,42.3,23.8,0,730428
"634","2n Cycle","Single",32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,NA,0,0,0,1,64,730410,93,6,15.5,16.7,2,730383
"635","Graduation","Single",83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,NA,0,0,0,1,51,729255,1587,20,79.3,5,1,729243
"636","Graduation","Divorced",46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,NA,3,0,0,4,62,732208,16,3,5.3,33.3,0,732205
"637","Graduation","Single",84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,NA,0,0,0,1,72,734307,1375,31,44.4,3.2,0,734235
"638","Graduation","Married",56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,NA,1,1,0,3,62,732998,393,13,30.2,7.7,0,732992
"639","Master","Divorced",63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,NA,1,0,0,2,74,725449,1477,21,70.3,23.8,1,725396
"640","Graduation","Married",73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,NA,1,1,0,3,53,733424,1179,16,73.7,12.5,1,733366
"641","Graduation","Together",63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,NA,1,1,0,3,64,733820,1005,22,45.7,18.2,0,733742
"642","PhD","Together",76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,NA,0,1,0,2,76,731051,1348,20,67.4,5,0,730994
"643","PhD","Divorced",62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,NA,1,0,0,2,65,724628,1307,19,68.8,21.1,0,724591
"644","Graduation","Single",45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,NA,1,0,0,2,60,733243,486,13,37.4,15.4,1,733223
"645","Master","Together",77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,NA,0,1,0,2,77,732208,2252,12,187.7,8.3,3,732135
"646","PhD","Married",46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,NA,2,1,0,4,53,729133,235,10,23.5,70,0,729077
"647","Graduation","Together",105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,NA,0,1,0,2,54,728249,1724,30,57.5,0,3,728213
"648","Master","Divorced",55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,NA,1,0,0,2,54,730837,235,10,23.5,10,0,730828
"649","Master","Married",78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,NA,1,1,0,3,47,727399,1092,25,43.7,12,0,727357
"650","Graduation","Together",66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,NA,1,1,0,3,66,729832,599,15,39.9,13.3,0,729804
"651","Master","Single",98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,NA,0,0,0,1,64,729679,2008,19,105.7,0,1,729656
"652","Graduation","Together",29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,NA,1,1,0,3,39,725846,48,4,12,50,0,725808
"653","Graduation","Married",67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,NA,1,1,0,3,50,731324,1174,27,43.5,18.5,0,731261
"654","PhD","Together",50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,NA,1,1,0,3,74,731081,67,6,11.2,16.7,0,731010
"655","Graduation","Divorced",49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,NA,1,0,0,2,69,734612,365,13,28.1,15.4,0,734603
"656","Graduation","Divorced",120000,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,49,733332,6,0,200,NA,0,733251
"657","Graduation","Together",61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,NA,1,1,0,3,71,734459,165,8,20.6,25,0,734372
"658","2n Cycle","Together",26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,NA,0,1,0,2,66,727641,210,9,23.3,22.2,0,727549
"659","PhD","Together",73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,NA,1,1,0,3,77,724385,1095,25,43.8,4,0,724349
"660","PhD","Single",46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,NA,3,0,0,4,58,727976,223,8,27.9,50,1,727890
"661","Graduation","Together",56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,NA,1,1,0,3,61,733029,597,18,33.2,22.2,0,732946
"662","Graduation","Married",19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,39,730502,22,3,7.3,33.3,0,730428
"663","Graduation","Widow",58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,NA,1,0,0,2,49,726454,1064,23,46.3,4.3,0,726367
"664","Basic","Married",25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,NA,0,1,0,2,44,733120,74,5,14.8,20,0,733091
"665","Master","Together",14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,NA,0,1,0,2,68,735554,26,4,6.5,25,0,735466
"666","Graduation","Married",18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,NA,0,1,0,2,65,725358,60,4,15,25,0,725281
"667","PhD","Together",45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,NA,1,1,0,3,50,729955,20,3,6.7,33.3,0,729930
"668","Basic","Single",21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,37,726545,59,5,11.8,40,0,726511
"669","PhD","Married",29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,56,732512,34,4,8.5,25,0,732469
"670","2n Cycle","Married",54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,NA,2,1,0,4,53,733059,198,9,22,33.3,0,732983
"671","PhD","Married",59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,NA,1,1,0,3,60,725146,1048,25,41.9,12,0,725065
"672","Master","Single",59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,NA,2,0,0,3,62,732693,574,16,35.9,31.2,0,732606
"673","Graduation","Widow",66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,NA,1,0,0,2,54,731293,1029,13,79.2,30.8,0,731260
"674","Graduation","Married",77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,NA,1,1,0,3,44,729741,670,18,37.2,11.1,0,729703
"675","PhD","Single",52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,NA,1,0,0,2,49,735220,990,14,70.7,14.3,0,735157
"676","Graduation","Married",26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,NA,2,1,0,4,50,727764,11,3,3.7,33.3,0,727738
"677","PhD","Married",81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,NA,1,1,0,3,61,724689,1241,18,68.9,16.7,2,724672
"678","Graduation","Single",70337,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,NA,0,0,0,1,45,735189,576,16,36,6.2,0,735114
"679","2n Cycle","Married",36145,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,NA,1,1,0,3,39,729924,172,8,21.5,50,2,729911
"680","PhD","Single",65295,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,NA,0,0,0,1,44,727185,664,19,34.9,5.3,0,727166
"681","Graduation","Divorced",68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,NA,1,0,0,2,61,729072,928,21,44.2,9.5,0,729021
"682","Graduation","Divorced",68743,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,NA,0,0,0,1,57,724750,2074,29,71.5,3.4,0,724669
"683","2n Cycle","Together",41039,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,NA,0,1,0,2,42,726607,467,14,33.4,7.1,0,726575
"684","Graduation","Together",38946,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,NA,1,1,0,3,69,726880,257,10,25.7,20,0,726796
"685","Graduation","Together",65777,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,NA,0,1,0,2,57,728646,1146,16,71.6,6.2,0,728559
"686","PhD","Divorced",66476,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,NA,1,0,0,2,48,733304,689,18,38.3,11.1,0,733205
"687","PhD","Single",86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,NA,0,0,0,1,52,731293,2114,21,100.7,4.8,1,731197
"688","PhD","Married",120000,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,NA,0,1,0,2,42,734246,1717,29,59.2,51.7,0,734225
"689","PhD","Together",77845,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,NA,0,1,0,2,35,729955,1346,20,67.3,5,2,729915
"690","PhD","Together",69476,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,NA,0,1,0,2,55,724719,1044,14,74.6,7.1,0,724716
"691","PhD","Divorced",50611,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,NA,1,0,0,2,64,734185,493,16,30.8,37.5,2,734087
"692","Graduation","Single",61209,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,NA,0,0,0,1,54,726576,957,12,79.8,8.3,0,726503
"693","Master","Together",42315,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,NA,1,1,0,3,66,731355,270,9,30,33.3,0,731265
"694","Basic","Together",13084,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,NA,0,1,0,2,72,734885,29,4,7.2,25,0,734856
"695","Master","Widow",47570,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,NA,2,0,0,3,75,725207,121,6,20.2,50,1,725204
"696","Master","Married",61923,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,NA,2,1,0,4,63,726242,126,7,18,14.3,0,726148
"697","Graduation","Single",34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,NA,0,0,0,1,29,726364,23,3,7.7,33.3,0,726299
"698","PhD","Single",26518,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,NA,2,0,0,3,75,732907,57,5,11.4,60,1,732874
"699","Graduation","Single",45938,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,NA,0,0,0,1,63,734520,636,18,35.3,11.1,0,734474
"700","Graduation","Together",78468,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,NA,0,1,0,2,64,732542,1004,27,37.2,3.7,1,732513
"701","Graduation","Divorced",78901,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,NA,1,0,0,2,51,729467,734,17,43.2,17.6,0,729368
"702","Graduation","Married",71427,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,NA,2,1,0,4,46,731477,614,18,34.1,11.1,0,731451
"703","Graduation","Divorced",71022,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,NA,1,0,0,2,46,731871,1453,18,80.7,16.7,1,731841
"704","Master","Single",90247,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,NA,0,0,0,1,36,725237,1621,14,115.8,7.1,4,725210
"705","Master","Divorced",41335,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,NA,1,0,0,2,56,726089,187,9,20.8,33.3,0,726065
"706","Graduation","Married",71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,NA,1,1,0,3,38,732267,1443,20,72.2,10,2,732174
"707","PhD","Divorced",35682,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,NA,1,0,0,2,54,725907,57,5,11.4,20,0,725873
"708","Graduation","Divorced",43185,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,NA,1,0,0,2,73,732177,637,18,35.4,11.1,0,732089
"709","PhD","Together",66375,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,NA,1,1,0,3,76,727945,948,11,86.2,27.3,1,727849
"710","Master","Married",35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,NA,1,1,0,3,53,732267,59,4,14.8,25,2,732257
"711","Graduation","Married",25252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,NA,1,1,0,3,38,731355,18,3,6,33.3,0,731329
"712","Master","Single",55250,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,NA,1,0,0,2,59,727976,903,22,41,18.2,0,727927
"713","Graduation","Single",33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,49,728584,112,6,18.7,33.3,0,728573
"714","Graduation","Together",58398,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,NA,0,1,0,2,71,730686,596,17,35.1,17.6,0,730642
"715","Graduation","Together",50272,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,NA,1,1,0,3,42,733151,233,10,23.3,30,0,733076
"716","PhD","Married",76618,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,NA,0,1,0,2,49,733029,1511,10,151.1,10,0,732965
"717","2n Cycle","Divorced",87305,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,NA,0,0,0,1,64,727276,1152,16,72,6.2,2,727257
"718","Graduation","Together",25851,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,46,731871,48,5,9.6,40,0,731826
"719","Graduation","Divorced",58710,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,NA,1,0,0,2,54,724538,1185,25,47.4,24,0,724461
"720","Graduation","Single",45160,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,NA,2,0,0,3,66,725268,21,3,7,33.3,0,725259
"721","Master","Married",74806,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,NA,1,1,0,3,59,728646,965,14,68.9,14.3,0,728645
"722","Graduation","Married",59111,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,NA,0,1,0,2,70,735069,869,20,43.5,5,0,734979
"723","PhD","Married",18988,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,40,727399,16,4,4,50,0,727356
"724","Graduation","Married",72190,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,NA,0,1,0,2,59,731140,1947,15,129.8,6.7,0,731061
"725","Graduation","Married",7500,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,NA,1,1,0,3,48,735342,71,7,10.1,71.4,2,735323
"726","Graduation","Married",44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,58,732846,65,5,13,20,0,732747
"727","Graduation","Married",80395,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,NA,0,1,0,2,69,727215,1380,23,60,4.3,1,727153
"728","Master","Divorced",75012,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,NA,0,0,0,1,48,726788,1027,22,46.7,4.5,0,726747
"729","Master","Married",56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,NA,3,1,0,5,59,731629,411,14,29.4,50,0,731569
"730","Graduation","Together",89891,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,NA,0,1,0,2,33,730351,836,25,33.4,4,1,730334
"731","PhD","Divorced",35946,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,NA,2,0,0,3,75,725815,11,3,3.7,33.3,0,725791
"732","PhD","Together",53593,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,NA,2,1,0,4,71,733151,480,15,32,53.3,0,733091
"733","Graduation","Married",66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,NA,2,1,0,4,46,731385,606,16,37.9,43.8,0,731328
"734","PhD","Divorced",45072,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,NA,3,0,0,4,76,729802,284,11,25.8,45.5,0,729728
